"bay","behavior","site_track","x","y"
"FB","photo","183858_5",531198.677595218,5367803.00985538
"FB","photo","183858_5",531194.543805697,5367803.21878326
"FB","photo","183858_5",531190.410016177,5367803.42771113
"FB","photo","183858_5",531186.276226656,5367803.63663901
"FB","photo","183858_5",531182.142437135,5367803.84556689
"FB","photo","183858_5",531178.008647615,5367804.05449476
"FB","photo","183858_5",531173.874858094,5367804.26342264
"FB","photo","183858_5",531170.382577812,5367804.43992769
"FB","photo","183858_5",531166.89029753,5367804.61643275
"FB","photo","183858_5",531163.398017248,5367804.7929378
"FB","photo","183858_5",531159.905736966,5367804.96944285
"FB","photo","183858_5",531156.413456684,5367805.1459479
"FB","photo","183858_5",531152.921176401,5367805.32245295
"FB","photo","183858_5",531149.428896119,5367805.498958
"FB","photo","183858_5",531145.936615837,5367805.67546305
"FB","photo","183858_5",531142.444335555,5367805.85196811
"FB","photo","183858_5",531138.952055273,5367806.02847316
"FB","photo","183858_5",531135.459774991,5367806.20497821
"FB","photo","183858_5",531131.967494709,5367806.38148326
"FB","photo","183858_5",531129.5653153,5367806.50289298
"FB","photo","183858_5",531127.163135891,5367806.6243027
"FB","photo","183858_5",531124.760956482,5367806.74571242
"FB","photo","183858_5",531122.358777074,5367806.86712214
"FB","photo","183858_5",531119.956597665,5367806.98853186
"FB","photo","183858_5",531117.554418256,5367807.10994158
"FB","photo","183858_5",531115.152238847,5367807.2313513
"FB","photo","183858_5",531112.750059438,5367807.35276102
"FB","photo","183858_5",531110.34788003,5367807.47417074
"FB","photo","183858_5",531107.945700621,5367807.59558046
"FB","photo","183858_5",531105.543521212,5367807.71699018
"FB","photo","183858_5",531103.255742209,5367811.88993939
"FB","photo","183858_5",531101.666254948,5367814.7891922
"FB","photo","183858_5",531100.076767688,5367817.68844501
"FB","photo","183858_5",531098.487280428,5367820.58769782
"FB","photo","183858_5",531096.897793168,5367823.48695063
"FB","photo","183858_5",531095.308305908,5367826.38620344
"FB","photo","183858_5",531093.718818647,5367829.28545625
"FB","photo","183858_5",531092.129331387,5367832.18470906
"FB","photo","183858_5",531090.539844127,5367835.08396187
"FB","photo","183858_5",531088.950356867,5367837.98321468
"FB","photo","183858_5",531087.360869606,5367840.88246749
"FB","photo","183858_5",531085.771382346,5367843.7817203
"FB","photo","183858_5",531084.181895086,5367846.68097311
"FB","photo","183858_5",531083.036104988,5367848.77091433
"FB","photo","183858_5",531081.89031489,5367850.86085555
"FB","photo","183858_5",531080.744524791,5367852.95079677
"FB","photo","183858_5",531079.598734693,5367855.040738
"FB","photo","183858_5",531078.452944595,5367857.13067922
"FB","photo","183858_5",531077.307154497,5367859.22062044
"FB","photo","183858_5",531076.161364398,5367861.31056166
"FB","photo","183858_5",531075.0155743,5367863.40050288
"FB","photo","183858_5",531073.869784202,5367865.49044411
"FB","photo","183858_5",531072.723994104,5367867.58038533
"FB","photo","183858_5",531071.578204005,5367869.67032655
"FB","photo","183858_5",531070.432413907,5367871.76026777
"FB","photo","183858_5",531069.75088597,5367873.00338672
"FB","photo","183858_5",531069.069358034,5367874.24650566
"FB","photo","183858_5",531068.387830097,5367875.4896246
"FB","photo","183858_5",531067.70630216,5367876.73274354
"FB","photo","183858_5",531067.024774223,5367877.97586248
"FB","photo","183858_5",531066.343246286,5367879.21898142
"FB","photo","183858_5",531065.661718349,5367880.46210037
"FB","photo","183858_5",531064.980190413,5367881.70521931
"FB","photo","183858_5",531064.298662476,5367882.94833825
"FB","photo","183858_5",531063.617134539,5367884.19145719
"FB","photo","183858_5",531062.935606602,5367885.43457613
"FB","photo","183858_5",531062.254078665,5367886.67769508
"FB","photo","183858_5",531061.890860696,5367887.34021104
"FB","photo","183858_5",531061.527642726,5367888.002727
"FB","photo","183858_5",531061.164424757,5367888.66524297
"FB","photo","183858_5",531060.801206788,5367889.32775893
"FB","photo","183858_5",531060.437988818,5367889.9902749
"FB","photo","183858_5",531060.074770849,5367890.65279086
"FB","photo","183858_5",531059.711552879,5367891.31530683
"FB","photo","183858_5",531059.34833491,5367891.97782279
"FB","photo","183858_5",531058.98511694,5367892.64033875
"FB","photo","183858_5",531058.621898971,5367893.30285472
"FB","photo","183858_5",531058.258681002,5367893.96537068
"FB","photo","183858_5",531057.895463032,5367894.62788665
"FB","photo","183858_5",531057.674109333,5367895.03163967
"FB","photo","183858_5",531057.452755633,5367895.4353927
"FB","photo","183858_5",531057.231401934,5367895.83914573
"FB","photo","183858_5",531057.010048234,5367896.24289876
"FB","photo","183858_5",531056.788694535,5367896.64665178
"FB","photo","183858_5",531056.567340835,5367897.05040481
"FB","photo","183858_5",531056.345987136,5367897.45415784
"FB","photo","183858_5",531056.124633437,5367897.85791087
"FB","photo","183858_5",531055.903279737,5367898.26166389
"FB","photo","183858_5",531055.681926038,5367898.66541692
"FB","photo","183858_5",531055.460572338,5367899.06916995
"FB","photo","183858_5",531055.239218639,5367899.47292298
"FB","photo","183858_5",531055.176645125,5367899.58705816
"FB","photo","183858_5",531055.114071612,5367899.70119335
"FB","photo","183858_5",531055.051498098,5367899.81532854
"FB","photo","183858_5",531054.988924585,5367899.92946373
"FB","photo","183858_5",531054.926351071,5367900.04359892
"FB","photo","183858_5",531054.863777558,5367900.1577341
"FB","photo","183858_5",531054.801204044,5367900.27186929
"FB","photo","183858_5",531054.738630531,5367900.38600448
"FB","photo","183858_5",531054.676057017,5367900.50013967
"FB","photo","183858_5",531054.613483504,5367900.61427486
"FB","photo","183858_5",531054.55090999,5367900.72841004
"FB","photo","183858_5",531054.488336477,5367900.84254523
"FB","photo","183858_5",531054.395172339,5367901.01247824
"FB","photo","183858_5",531054.302008201,5367901.18241125
"FB","photo","183858_5",531054.208844064,5367901.35234426
"FB","photo","183858_5",531054.115679926,5367901.52227728
"FB","photo","183858_5",531054.022515788,5367901.69221029
"FB","photo","183858_5",531053.92935165,5367901.8621433
"FB","photo","183858_5",531053.836187512,5367902.03207631
"FB","photo","183858_5",531053.743023375,5367902.20200932
"FB","photo","183858_5",531053.649859237,5367902.37194233
"FB","photo","183858_5",531053.556695099,5367902.54187534
"FB","photo","183858_5",531053.463530961,5367902.71180835
"FB","photo","183858_5",531053.370366823,5367902.88174136
"FB","photo","183858_5",531052.91340069,5367903.71525562
"FB","photo","183858_5",531052.456434556,5367904.54876989
"FB","photo","183858_5",531051.999468422,5367905.38228415
"FB","photo","183858_5",531051.542502288,5367906.21579841
"FB","photo","183858_5",531051.085536154,5367907.04931268
"FB","photo","183858_5",531050.628570021,5367907.88282694
"FB","photo","183858_5",531050.171603887,5367908.7163412
"FB","photo","183858_5",531049.714637753,5367909.54985547
"FB","photo","183858_5",531049.257671619,5367910.38336973
"FB","photo","183858_5",531048.800705486,5367911.21688399
"FB","photo","183858_5",531048.343739352,5367912.05039825
"FB","photo","183858_5",531047.886773218,5367912.88391252
"FB","photo","183858_5",531047.635602539,5367913.34205226
"FB","photo","183858_5",531047.384431861,5367913.800192
"FB","photo","183858_5",531047.133261182,5367914.25833174
"FB","photo","183858_5",531046.882090504,5367914.71647148
"FB","photo","183858_5",531046.630919825,5367915.17461122
"FB","photo","183858_5",531046.379749147,5367915.63275096
"FB","photo","183858_5",531046.128578468,5367916.0908907
"FB","photo","183858_5",531045.87740779,5367916.54903044
"FB","photo","183858_5",531045.626237111,5367917.00717018
"FB","photo","183858_5",531045.375066433,5367917.46530992
"FB","photo","183858_5",531045.123895754,5367917.92344966
"FB","photo","183858_5",531044.872725076,5367918.3815894
"FB","photo","183858_5",531044.974375314,5367918.19617758
"FB","photo","183858_5",531045.076025553,5367918.01076576
"FB","photo","183858_5",531045.177675791,5367917.82535394
"FB","photo","183858_5",531045.27932603,5367917.63994212
"FB","photo","183858_5",531045.380976268,5367917.4545303
"FB","photo","183858_5",531045.482626507,5367917.26911848
"FB","photo","183858_5",531045.584276745,5367917.08370666
"FB","photo","183858_5",531045.685926984,5367916.89829484
"FB","photo","183858_5",531045.787577222,5367916.71288302
"FB","photo","183858_5",531045.889227461,5367916.5274712
"FB","photo","183858_5",531045.990877699,5367916.34205938
"FB","photo","183858_5",531046.092527938,5367916.15664756
"FB","photo","183858_5",531046.993302852,5367914.51361824
"FB","photo","183858_5",531047.894077767,5367912.87058892
"FB","photo","183858_5",531048.794852682,5367911.2275596
"FB","photo","183858_5",531049.695627597,5367909.58453028
"FB","photo","183858_5",531050.596402511,5367907.94150096
"FB","photo","183858_5",531051.497177426,5367906.29847164
"FB","photo","183858_5",531052.397952341,5367904.65544232
"FB","photo","183858_5",531053.298727256,5367903.012413
"FB","photo","183858_5",531054.199502171,5367901.36938368
"FB","photo","183858_5",531055.100277085,5367899.72635435
"FB","photo","183858_5",531056.001052,5367898.08332503
"FB","photo","183858_5",531056.901826915,5367896.44029571
"FB","photo","183858_5",531058.026457876,5367894.38894896
"FB","photo","183858_5",531059.151088838,5367892.33760221
"FB","photo","183858_5",531060.2757198,5367890.28625547
"FB","photo","183858_5",531061.400350761,5367888.23490872
"FB","photo","183858_5",531062.524981723,5367886.18356197
"FB","photo","183858_5",531063.649612684,5367884.13221522
"FB","photo","183858_5",531064.774243646,5367882.08086847
"FB","photo","183858_5",531065.898874607,5367880.02952172
"FB","photo","183858_5",531067.023505569,5367877.97817497
"FB","photo","183858_5",531068.148136531,5367875.92682822
"FB","photo","183858_5",531069.272767492,5367873.87548147
"FB","photo","183858_5",531070.397398454,5367871.82413472
"FB","photo","183858_5",531070.827820776,5367871.03903678
"FB","photo","183858_5",531071.258243099,5367870.25393883
"FB","photo","183858_5",531071.688665422,5367869.46884089
"FB","photo","183858_5",531072.119087745,5367868.68374294
"FB","photo","183858_5",531072.549510068,5367867.898645
"FB","photo","183858_5",531072.979932391,5367867.11354705
"FB","photo","183858_5",531073.410354713,5367866.32844911
"FB","photo","183858_5",531073.840777036,5367865.54335116
"FB","photo","183858_5",531074.271199359,5367864.75825321
"FB","photo","183858_5",531074.701621682,5367863.97315527
"FB","photo","183858_5",531075.132044005,5367863.18805732
"FB","photo","183858_5",531075.562466328,5367862.40295938
"FB","photo","183858_5",531076.014870925,5367861.57776541
"FB","photo","183858_5",531076.467275522,5367860.75257144
"FB","photo","183858_5",531076.919680119,5367859.92737748
"FB","photo","183858_5",531077.372084717,5367859.10218351
"FB","photo","183858_5",531077.824489314,5367858.27698954
"FB","photo","183858_5",531078.276893911,5367857.45179558
"FB","photo","183858_5",531078.729298509,5367856.62660161
"FB","photo","183858_5",531079.181703106,5367855.80140764
"FB","photo","183858_5",531079.634107703,5367854.97621368
"FB","photo","183858_5",531080.086512301,5367854.15101971
"FB","photo","183858_5",531080.538916898,5367853.32582574
"FB","photo","183858_5",531080.991321495,5367852.50063178
"FB","photo","183858_5",531080.402957714,5367853.57381769
"FB","photo","183858_5",531079.814593932,5367854.6470036
"FB","photo","183858_5",531079.226230151,5367855.72018952
"FB","photo","183858_5",531078.637866369,5367856.79337543
"FB","photo","183858_5",531078.049502587,5367857.86656134
"FB","photo","183858_5",531077.461138806,5367858.93974726
"FB","photo","183858_5",531076.872775024,5367860.01293317
"FB","photo","183858_5",531076.284411243,5367861.08611908
"FB","photo","183858_5",531075.696047461,5367862.159305
"FB","photo","183858_5",531075.10768368,5367863.23249091
"FB","photo","183858_5",531074.519319898,5367864.30567682
"FB","photo","183858_5",531073.930956116,5367865.37886274
"FB","photo","183858_5",531073.534880493,5367866.10131161
"FB","photo","183858_5",531073.138804869,5367866.82376049
"FB","photo","183858_5",531072.742729246,5367867.54620937
"FB","photo","183858_5",531072.346653622,5367868.26865824
"FB","photo","183858_5",531071.950577999,5367868.99110712
"FB","photo","183858_5",531071.554502375,5367869.713556
"FB","photo","183858_5",531071.158426751,5367870.43600488
"FB","photo","183858_5",531070.762351128,5367871.15845375
"FB","photo","183858_5",531070.366275504,5367871.88090263
"FB","photo","183858_5",531069.970199881,5367872.60335151
"FB","photo","183858_5",531069.574124257,5367873.32580038
"FB","photo","183858_5",531069.178048634,5367874.04824926
"FB","photo","183858_5",531068.862161804,5367874.62443239
"FB","photo","183858_5",531068.546274975,5367875.20061552
"FB","photo","183858_5",531068.230388146,5367875.77679865
"FB","photo","183858_5",531067.914501317,5367876.35298178
"FB","photo","183858_5",531067.598614488,5367876.92916491
"FB","photo","183858_5",531067.282727659,5367877.50534804
"FB","photo","183858_5",531066.96684083,5367878.08153117
"FB","photo","183858_5",531066.650954001,5367878.6577143
"FB","photo","183858_5",531066.335067172,5367879.23389743
"FB","photo","183858_5",531066.019180343,5367879.81008056
"FB","photo","183858_5",531065.703293514,5367880.38626369
"FB","photo","183858_5",531065.387406685,5367880.96244682
"FB","photo","183858_5",531065.330741592,5367881.06580494
"FB","photo","183858_5",531065.2740765,5367881.16916307
"FB","photo","183858_5",531065.217411408,5367881.27252119
"FB","photo","183858_5",531065.160746315,5367881.37587931
"FB","photo","183858_5",531065.104081223,5367881.47923743
"FB","photo","183858_5",531065.04741613,5367881.58259555
"FB","photo","183858_5",531064.990751038,5367881.68595367
"FB","photo","183858_5",531064.934085945,5367881.78931179
"FB","photo","183858_5",531064.877420853,5367881.89266992
"FB","photo","183858_5",531064.82075576,5367881.99602804
"FB","photo","183858_5",531064.764090668,5367882.09938616
"FB","photo","183858_5",531064.707425575,5367882.20274428
"FB","photo","183858_5",531063.920633298,5367883.6378672
"FB","photo","183858_5",531063.133841021,5367885.07299012
"FB","photo","183858_5",531062.347048743,5367886.50811304
"FB","photo","183858_5",531061.560256466,5367887.94323595
"FB","photo","183858_5",531060.773464188,5367889.37835887
"FB","photo","183858_5",531059.986671911,5367890.81348179
"FB","photo","183858_5",531059.199879634,5367892.24860471
"FB","photo","183858_5",531058.413087356,5367893.68372763
"FB","photo","183858_5",531057.626295079,5367895.11885055
"FB","photo","183858_5",531056.839502802,5367896.55397346
"FB","photo","183858_5",531056.052710524,5367897.98909638
"FB","photo","183858_5",531055.265918247,5367899.4242193
"FB","photo","183858_5",531049.336880132,5367910.2388894
"FB","photo","183858_5",531043.407842017,5367921.0535595
"FB","photo","183858_5",531037.478803902,5367931.8682296
"FB","photo","183858_5",531031.549765788,5367942.6828997
"FB","photo","183858_5",531025.620727673,5367953.49756981
"FB","photo","183858_5",531019.691689558,5367964.31223991
"FB","photo","183858_5",531013.762651443,5367975.12691001
"FB","photo","183858_5",531007.833613328,5367985.94158011
"FB","photo","183858_5",531001.904575213,5367996.75625021
"FB","photo","183858_5",530973.874815985,5367993.89971353
"FB","photo","183858_5",530945.845056757,5367991.04317686
"FB","photo","183858_5",530917.815297529,5367988.18664018
"FB","photo","183858_5",530909.752208985,5367987.36492394
"FB","photo","183858_5",530901.689120441,5367986.54320769
"FB","photo","183858_5",530893.626031897,5367985.72149145
"FB","photo","183858_5",530885.562943354,5367984.8997752
"FB","photo","183858_5",530877.49985481,5367984.07805896
"FB","photo","183858_5",530869.436766266,5367983.25634271
"FB","photo","183858_5",530861.373677723,5367982.43462647
"FB","photo","183858_5",530853.310589179,5367981.61291022
"FB","photo","183858_5",530845.247500635,5367980.79119398
"FB","photo","183858_5",530837.184412092,5367979.96947773
"FB","photo","183858_5",530829.121323548,5367979.14776148
"FB","photo","183858_5",530821.058235004,5367978.32604524
"FB","photo","183858_5",530816.379318073,5367977.84921281
"FB","photo","183858_5",530811.700401142,5367977.37238038
"FB","photo","183858_5",530807.021484211,5367976.89554794
"FB","photo","183858_5",530802.342567279,5367976.41871551
"FB","photo","183858_5",530799.375349529,5367978.37879214
"FB","photo","183858_5",530796.408131778,5367980.33886876
"FB","photo","183858_5",530793.440914027,5367982.29894539
"FB","photo","183858_5",530790.473696276,5367984.25902201
"FB","photo","183858_5",530787.506478525,5367986.21909864
"FB","photo","183858_5",530784.539260774,5367988.17917526
"FB","photo","183858_5",530781.572043024,5367990.13925188
"FB","photo","183858_5",530778.604825273,5367992.09932851
"FB","photo","183858_5",530776.125202667,5367993.73731081
"FB","photo","183858_5",530773.64558006,5367995.3752931
"FB","photo","183858_5",530771.165957454,5367997.0132754
"FB","photo","183858_5",530768.686334848,5367998.6512577
"FB","photo","183858_5",530766.206712242,5368000.28924
"FB","photo","183858_5",530763.727089636,5368001.92722229
"FB","photo","183858_5",530761.247467029,5368003.56520459
"FB","photo","183858_5",530758.767844423,5368005.20318689
"FB","photo","183858_5",530756.288221817,5368006.84116919
"FB","photo","183858_5",530753.808599211,5368008.47915149
"FB","photo","183858_5",530751.328976605,5368010.11713378
"FB","photo","183858_5",530748.849353998,5368011.75511608
"FB","photo","183858_5",530746.521245887,5368013.29301133
"FB","photo","183858_5",530744.193137776,5368014.83090658
"FB","photo","183858_5",530741.865029664,5368016.36880183
"FB","photo","183858_5",530739.536921553,5368017.90669708
"FB","photo","183858_5",530737.208813441,5368019.44459233
"FB","photo","183858_5",530734.88070533,5368020.98248758
"FB","photo","183858_5",530732.552597219,5368022.52038283
"FB","photo","183858_5",530730.224489107,5368024.05827807
"FB","photo","183858_5",530727.896380996,5368025.59617332
"FB","photo","183858_5",530725.568272884,5368027.13406857
"FB","photo","183858_5",530723.240164773,5368028.67196382
"FB","photo","183858_5",530720.912056662,5368030.20985907
"FB","photo","183858_5",530719.448815532,5368031.17644289
"FB","photo","183858_5",530717.985574401,5368032.14302671
"FB","photo","183858_5",530716.522333271,5368033.10961053
"FB","photo","183858_5",530715.059092141,5368034.07619436
"FB","photo","183858_5",530713.595851011,5368035.04277818
"FB","photo","183858_5",530712.132609881,5368036.009362
"FB","photo","183858_5",530710.669368751,5368036.97594582
"FB","photo","183858_5",530709.206127621,5368037.94252964
"FB","photo","183858_5",530707.742886491,5368038.90911346
"FB","photo","183858_5",530706.279645361,5368039.87569728
"FB","photo","183858_5",530704.81640423,5368040.8422811
"FB","photo","183858_5",530703.3531631,5368041.80886492
"FB","photo","183858_5",530702.771033185,5368042.1934067
"FB","photo","183858_5",530702.188903269,5368042.57794848
"FB","photo","183858_5",530701.606773353,5368042.96249025
"FB","photo","183858_5",530701.024643437,5368043.34703203
"FB","photo","183858_5",530700.442513522,5368043.7315738
"FB","photo","183858_5",530699.860383606,5368044.11611558
"FB","photo","183858_5",530699.27825369,5368044.50065736
"FB","photo","183858_5",530698.696123775,5368044.88519913
"FB","photo","183858_5",530698.113993859,5368045.26974091
"FB","photo","183858_5",530697.531863943,5368045.65428268
"FB","photo","183858_5",530696.949734027,5368046.03882446
"FB","photo","183858_5",530696.367604112,5368046.42336624
"FB","photo","183858_5",530700.212726475,5368043.88336571
"FB","photo","183858_5",530704.057848839,5368041.34336518
"FB","photo","183858_5",530707.902971202,5368038.80336465
"FB","photo","183858_5",530711.748093565,5368036.26336412
"FB","photo","183858_5",530715.593215929,5368033.7233636
"FB","photo","183858_5",530719.438338292,5368031.18336307
"FB","photo","183858_5",530723.283460656,5368028.64336254
"FB","photo","183858_5",530727.128583019,5368026.10336201
"FB","photo","183858_5",530730.973705383,5368023.56336148
"FB","photo","183858_5",530734.818827746,5368021.02336095
"FB","photo","183858_5",530738.663950109,5368018.48336043
"FB","photo","183858_5",530742.509072473,5368015.9433599
"FB","photo","183858_5",530744.574748924,5368014.57882099
"FB","photo","183858_5",530746.640425374,5368013.21428207
"FB","photo","183858_5",530748.706101825,5368011.84974316
"FB","photo","183858_5",530750.771778276,5368010.48520425
"FB","photo","183858_5",530752.837454726,5368009.12066534
"FB","photo","183858_5",530754.903131177,5368007.75612643
"FB","photo","183858_5",530756.968807628,5368006.39158752
"FB","photo","183858_5",530759.034484079,5368005.0270486
"FB","photo","183858_5",530761.100160529,5368003.66250969
"FB","photo","183858_5",530763.16583698,5368002.29797078
"FB","photo","183858_5",530765.231513431,5368000.93343187
"FB","photo","183858_5",530767.297189882,5367999.56889296
"FB","photo","183858_5",530767.020750594,5367999.75150244
"FB","photo","183858_5",530766.744311306,5367999.93411193
"FB","photo","183858_5",530766.467872018,5368000.11672142
"FB","photo","183858_5",530766.191432731,5368000.29933091
"FB","photo","183858_5",530765.914993443,5368000.48194039
"FB","photo","183858_5",530765.638554155,5368000.66454988
"FB","photo","183858_5",530765.362114868,5368000.84715937
"FB","photo","183858_5",530765.08567558,5368001.02976886
"FB","photo","183858_5",530764.809236292,5368001.21237834
"FB","photo","183858_5",530764.532797005,5368001.39498783
"FB","photo","183858_5",530764.256357717,5368001.57759732
"FB","photo","183858_5",530763.979918429,5368001.76020681
"FB","photo","183858_5",530761.227890117,5368003.57813418
"FB","photo","183858_5",530758.475861804,5368005.39606155
"FB","photo","183858_5",530755.723833492,5368007.21398892
"FB","photo","183858_5",530752.971805179,5368009.03191628
"FB","photo","183858_5",530750.219776866,5368010.84984365
"FB","photo","183858_5",530747.467748554,5368012.66777102
"FB","photo","183858_5",530744.715720241,5368014.48569839
"FB","photo","183858_5",530741.963691929,5368016.30362576
"FB","photo","183858_5",530739.211663616,5368018.12155313
"FB","photo","183858_5",530736.459635304,5368019.9394805
"FB","photo","183858_5",530733.707606991,5368021.75740787
"FB","photo","183858_5",530730.955578679,5368023.57533524
"FB","photo","183858_5",530725.308521198,5368027.30565291
"FB","photo","183858_5",530719.661463717,5368031.03597059
"FB","photo","183858_5",530714.014406235,5368034.76628826
"FB","photo","183858_5",530708.367348754,5368038.49660593
"FB","photo","183858_5",530702.720291273,5368042.2269236
"FB","photo","183858_5",530697.073233792,5368045.95724127
"FB","photo","183858_5",530691.426176311,5368049.68755894
"FB","photo","183858_5",530685.77911883,5368053.41787661
"FB","photo","183858_5",530680.132061349,5368057.14819428
"FB","photo","183858_5",530674.485003868,5368060.87851195
"FB","photo","183858_5",530668.837946387,5368064.60882962
"FB","photo","183858_5",530663.190888905,5368068.33914729
"FB","photo","183858_5",530660.091267818,5368070.38668656
"FB","photo","183858_5",530656.991646731,5368072.43422583
"FB","photo","183858_5",530653.892025643,5368074.4817651
"FB","photo","183858_5",530650.792404556,5368076.52930437
"FB","photo","183858_5",530647.692783469,5368078.57684364
"FB","photo","183858_5",530644.593162382,5368080.62438291
"FB","photo","183858_5",530641.493541294,5368082.67192218
"FB","photo","183858_5",530638.393920207,5368084.71946145
"FB","photo","183858_5",530635.29429912,5368086.76700072
"FB","photo","183858_5",530632.194678032,5368088.81453999
"FB","photo","183858_5",530629.095056945,5368090.86207926
"FB","photo","183858_5",530625.995435858,5368092.90961853
"FB","photo","183858_5",530624.809410668,5368093.69307977
"FB","photo","183858_5",530623.623385479,5368094.47654101
"FB","photo","183858_5",530622.43736029,5368095.26000225
"FB","photo","183858_5",530621.251335101,5368096.04346349
"FB","photo","183858_5",530620.065309912,5368096.82692472
"FB","photo","183858_5",530618.879284722,5368097.61038596
"FB","photo","183858_5",530617.693259533,5368098.3938472
"FB","photo","183858_5",530616.507234344,5368099.17730844
"FB","photo","183858_5",530615.321209155,5368099.96076968
"FB","photo","183858_5",530614.135183965,5368100.74423092
"FB","photo","183858_5",530612.949158776,5368101.52769216
"FB","photo","183858_5",530611.763133587,5368102.3111534
"FB","photo","183858_5",530614.492607595,5368100.508125
"FB","photo","183858_5",530617.222081603,5368098.7050966
"FB","photo","183858_5",530619.951555611,5368096.90206821
"FB","photo","183858_5",530622.681029619,5368095.09903981
"FB","photo","183858_5",530625.410503627,5368093.29601141
"FB","photo","183858_5",530628.139977635,5368091.49298302
"FB","photo","183858_5",530630.869451643,5368089.68995462
"FB","photo","183858_5",530633.598925652,5368087.88692622
"FB","photo","183858_5",530636.32839966,5368086.08389782
"FB","photo","183858_5",530639.057873668,5368084.28086943
"FB","photo","183858_5",530641.787347676,5368082.47784103
"FB","photo","183858_5",530644.516821684,5368080.67481263
"FB","photo","183858_5",530644.516821684,5368080.67481263
"FB","photo","183858_5",530644.516821684,5368080.67481263
"FB","photo","183858_5",530644.516821684,5368080.67481263
"FB","photo","183858_5",530644.516821684,5368080.67481263
"FB","photo","183858_5",530644.516821684,5368080.67481263
"FB","photo","183858_5",530644.516821684,5368080.67481263
"FB","photo","183858_5",530644.516821684,5368080.67481263
"FB","photo","183858_5",530644.516821684,5368080.67481263
"FB","photo","183858_5",530644.516821684,5368080.67481263
"FB","photo","183858_5",530644.516821684,5368080.67481263
"FB","photo","183858_5",530644.516821684,5368080.67481263
"FB","photo","183858_5",530644.516821684,5368080.67481263
"FB","photo","183858_5",530644.516821684,5368080.67481263
"FB","photo","183858_5",530644.516821684,5368080.67481263
"FB","photo","183858_5",530644.516821684,5368080.67481263
"FB","photo","183858_5",530644.516821684,5368080.67481263
"FB","photo","183858_5",530644.516821684,5368080.67481263
"FB","photo","183858_5",530644.516821684,5368080.67481263
"FB","photo","183858_5",530644.516821684,5368080.67481263
"FB","photo","183858_5",530644.516821684,5368080.67481263
"FB","photo","183858_5",530644.516821684,5368080.67481263
"FB","photo","183858_5",530644.516821684,5368080.67481263
"FB","photo","183858_5",530644.516821684,5368080.67481263
"FB","photo","183858_5",530644.516821684,5368080.67481263
"FB","photo","183858_5",530644.516821684,5368080.67481263
"FB","photo","183858_5",530644.516821684,5368080.67481263
"FB","photo","183858_5",530644.516821684,5368080.67481263
"FB","photo","183858_5",530644.516821684,5368080.67481263
"FB","photo","183858_5",530644.516821684,5368080.67481263
"FB","photo","183858_5",530644.516821684,5368080.67481263
"FB","photo","183858_5",530644.516821684,5368080.67481263
"FB","photo","183858_5",530644.516821684,5368080.67481263
"FB","photo","183858_5",530644.516821684,5368080.67481263
"FB","photo","183858_5",530644.516821684,5368080.67481263
"FB","photo","183858_5",530644.516821684,5368080.67481263
"FB","photo","183858_5",530644.516821684,5368080.67481263
"FB","photo","183858_5",530644.516821684,5368080.67481263
"FB","photo","183858_5",530644.516821684,5368080.67481263
"FB","photo","183858_5",530644.516821684,5368080.67481263
"FB","photo","183858_5",530644.516821684,5368080.67481263
"FB","photo","183858_5",530644.516821684,5368080.67481263
"FB","photo","183858_5",530644.516821684,5368080.67481263
"FB","photo","183858_5",530644.516821684,5368080.67481263
"FB","photo","183858_5",530644.516821684,5368080.67481263
"FB","photo","183858_5",530644.516821684,5368080.67481263
"FB","photo","183858_5",530644.516821684,5368080.67481263
"FB","photo","183858_5",530644.516821684,5368080.67481263
"FB","photo","183858_5",530644.516821684,5368080.67481263
"FB","photo","183858_5",530644.516821684,5368080.67481263
"FB","photo","183858_5",530644.516821684,5368080.67481263
"FB","photo","183858_5",530644.516821684,5368080.67481263
"FB","photo","183858_5",530644.516821684,5368080.67481263
"FB","photo","183858_5",530644.516821684,5368080.67481263
"FB","photo","183858_5",530644.516821684,5368080.67481263
"FB","photo","183858_5",530644.516821684,5368080.67481263
"FB","photo","183858_5",530644.516821684,5368080.67481263
"FB","photo","183858_5",530644.516821684,5368080.67481263
"FB","photo","183858_5",530644.516821684,5368080.67481263
"FB","photo","183858_5",530644.516821684,5368080.67481263
"FB","photo","183858_5",530644.516821684,5368080.67481263
"FB","photo","183858_5",530644.516821684,5368080.67481263
"FB","photo","183858_5",530644.516821684,5368080.67481263
"FB","photo","183858_5",530644.516821684,5368080.67481263
"FB","photo","183858_5",530644.516821684,5368080.67481263
"FB","photo","183858_5",530644.516821684,5368080.67481263
"FB","photo","183858_5",530644.516821684,5368080.67481263
"FB","photo","183858_5",530644.516821684,5368080.67481263
"FB","photo","183858_5",530644.516821684,5368080.67481263
"FB","photo","183858_5",530644.516821684,5368080.67481263
"FB","photo","183858_5",530644.516821684,5368080.67481263
"FB","photo","183858_5",530644.516821684,5368080.67481263
"FB","photo","183858_5",530644.516821684,5368080.67481263
"FB","photo","183858_5",530644.516821684,5368080.67481263
"FB","photo","183858_5",530644.516821684,5368080.67481263
"FB","photo","183858_5",530644.516821684,5368080.67481263
"FB","photo","183858_5",530644.516821684,5368080.67481263
"FB","photo","183858_5",530644.516821684,5368080.67481263
"FB","photo","183858_5",530644.516821684,5368080.67481263
"FB","photo","183858_5",530644.516821684,5368080.67481263
